VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
4425,MARTIGNETTI COMPANIES,27925,Barone Ricasoli Castello,39.59,58.99,750.0,42,1662.78,0.0,0.0,0.0,0.0,144929.24,-1662.78,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26766,Neyers Vineyard Left Bank Rd,19.73,29.99,750.0,84,1657.32,27.0,809.73,539.8199999999999,3.0,144929.24,-847.5899999999999,-104.67563261828015,0.32142857142857145,0.4885779451162117
4425,MARTIGNETTI COMPANIES,27873,Poderi Le Ripi Amore e Folli,27.58,39.99,750.0,60,1654.8,5.0,199.95000000000002,199.95000000000002,0.55,144929.24,-1454.85,-727.6069017254313,0.08333333333333333,0.12083031182015955
9744,FREDERICK WILDMAN & SONS,18236,Marchesi Barolo Cannubi 11,51.69,75.99,750.0,32,1654.08,7.0,531.93,227.96999999999997,0.78,3999.93,-1122.15,-210.95820878687047,0.21875,0.3215866221706326
3960,DIAGEO NORTH AMERICA INC,86,Don Julio Real Tequila,236.21,299.99,750.0,7,1653.47,7.0,2099.9300000000003,1799.94,5.5200000000000005,257032.07,446.46000000000026,21.260708690289686,1.0,1.2700139706193643
3960,DIAGEO NORTH AMERICA INC,744,Ciroc Red Berry Vodka,6.24,7.99,200.0,264,1647.36,38.0,341.62,233.74,7.9799999999999995,257032.07,-1305.7399999999998,-382.2200105380246,0.14393939393939395,0.207374222999223
3960,DIAGEO NORTH AMERICA INC,2571,Johnnie Walker Gold Edition,65.88,84.99,750.0,25,1647.0,0.0,0.0,0.0,0.0,257032.07,-1647.0,-inf,0.0,0.0
9552,M S WALKER INC,22970,Bluegray Priorat DOQ,11.68,17.99,750.0,141,1646.8799999999999,33.0,593.67,413.77,3.65,55551.82,-1053.21,-177.40664005255445,0.23404255319148937,0.36048163800641214
9552,M S WALKER INC,26049,Simonnet-Febvre Bourgogne Br,9.8,14.99,750.0,168,1646.3999999999999,32.0,479.68,179.88,3.58,55551.82,-1166.7199999999998,-243.22881921280847,0.19047619047619047,0.29135082604470364
7153,PINE STATE TRADING CO,20170,Piazzo Dolcetto,8.66,12.99,750.0,190,1645.4,75.0,749.25,459.54,8.31,15884.82,-896.1500000000001,-119.60627293960628,0.39473684210526316,0.45536039868724926
4425,MARTIGNETTI COMPANIES,21562,Talley Vyds Pnt Nr,19.35,29.99,750.0,85,1644.75,25.0,749.75,509.83,2.7600000000000002,144929.24,-895.0,-119.3731243747916,0.29411764705882354,0.455844353245174
90024,VINILANDIA USA,23938,Alphonse Dolly Pouilly-Fume,14.93,22.99,750.0,110,1642.3,26.0,580.74,315.85999999999996,2.89,2802.64,-1061.56,-182.79436580914006,0.23636363636363636,0.35361383425683496
10754,PERFECTA WINES,24406,St Mayhem White Aged/Peppers,15.64,22.99,750.0,105,1642.2,9.0,206.91,160.92999999999998,1.0,28720.52,-1435.29,-693.6784109032913,0.08571428571428572,0.12599561563755937
4848,LAIRD & CO,37457,San Rocco Pinot Grigio Vene,5.26,7.99,750.0,312,1641.12,64.0,511.35999999999996,47.94,7.2,1043.69,-1129.76,-220.93241551939929,0.20512820512820512,0.31159208345520134
9165,ULTRA BEVERAGE COMPANY LLP,46766,Tom Eddy Elodian Cab Svgn,21.56,34.99,750.0,76,1638.5600000000002,13.0,428.87,197.94,1.45,68054.7,-1209.69,-282.0644950684357,0.17105263157894737,0.26173591446147837
4425,MARTIGNETTI COMPANIES,26498,Gosset Grand Rose Brut,54.6,82.99,750.0,30,1638.0,2.0,165.98,165.98,0.22,144929.24,-1472.02,-886.86588745632,0.06666666666666667,0.10133089133089132
12546,JIM BEAM BRANDS COMPANY,734,Old Grand Dad,13.63,17.99,750.0,120,1635.6,0.0,0.0,0.0,0.0,123880.97,-1635.6,-inf,0.0,0.0
480,BACARDI USA INC,1757,Aberfeldy 21 Yr Single Malt,116.78,159.99,750.0,14,1634.92,3.0,479.97,479.97,2.37,89286.27,-1154.95,-240.62962268475113,0.21428571428571427,0.29357399750446506
1485,CASTLE BRANDS CORP.,1788,Knappogue Castle Irish 12 Yr,29.19,39.99,750.0,56,1634.64,17.0,679.83,599.85,13.41,8497.59,-954.8100000000001,-140.44834738096287,0.30357142857142855,0.41588973718983996
9165,ULTRA BEVERAGE COMPANY LLP,38632,Carpineto Cab Svgn Farnito,8.09,12.29,750.0,202,1634.18,18.0,242.82,26.98,2.0300000000000002,68054.7,-1391.3600000000001,-573.0005765587679,0.0891089108910891,0.14858828280850334
4425,MARTIGNETTI COMPANIES,21380,Bartenura Asti Spumante,12.57,19.49,750.0,130,1634.1000000000001,54.0,1052.4599999999998,838.0699999999999,5.96,144929.24,-581.6400000000003,-55.26480816373073,0.4153846153846154,0.6440609509821918
3252,E & J GALLO WINERY,27443,Renato Ratti Marcenasco Baro,34.01,49.99,750.0,48,1632.48,6.0,311.94,258.95,0.66,61966.91,-1320.54,-423.3314098865166,0.125,0.19108350485151426
4692,KOBRAND CORPORATION,25448,Taylor Fladgate 30 yr Tawny,70.96,109.99,750.0,23,1632.08,12.0,1319.88,659.9399999999999,1.34,9139.38,-312.1999999999998,-23.653665484741023,0.5217391304347826,0.8087103573354248
4425,MARTIGNETTI COMPANIES,27178,Ridge Monte Bello Chard,45.33,67.99,750.0,36,1631.88,9.0,611.91,543.92,0.99,144929.24,-1019.9700000000001,-166.6862773937344,0.25,0.3749724244429737
9165,ULTRA BEVERAGE COMPANY LLP,2885,Patron Anejo Tequila BTB,46.61,61.99,750.0,35,1631.3500000000001,0.0,0.0,0.0,0.0,68054.7,-1631.3500000000001,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,1090,Licor 43 Liqueur Gift Pack,13.59,16.99,750.0,120,1630.8000000000002,114.0,2188.8599999999997,1445.2499999999998,89.81,144929.24,558.0599999999995,25.495463391902618,0.95,1.3422001471670342
10754,PERFECTA WINES,21444,Ch Palmer Margaux,232.87,339.99,750.0,7,1630.0900000000001,0.0,0.0,0.0,0.0,28720.52,-1630.0900000000001,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,36749,Framboise Pacific Rim Infusn,10.38,15.99,375.0,157,1629.66,47.0,751.53,575.64,2.76,68054.7,-878.1300000000001,-116.84563490479425,0.29936305732484075,0.4611575420639888
10754,PERFECTA WINES,23745,Ch Angelus 12 St Emilion,271.42,398.99,750.0,6,1628.52,2.0,797.98,797.98,0.22,28720.52,-830.54,-104.08030276448031,0.3333333333333333,0.4900031930832904
1590,DIAGEO CHATEAU ESTATE WINES,43939,Provenance Svgn Bl Napa,12.33,18.99,750.0,132,1627.56,7.0,148.92999999999998,106.94999999999999,0.77,7259.75,-1478.6299999999999,-992.8355603303567,0.05303030303030303,0.0915050750817174
4425,MARTIGNETTI COMPANIES,27523,Opolo Cab Svgn,19.35,29.99,750.0,84,1625.3999999999999,41.0,1229.59,929.6899999999999,4.5200000000000005,144929.24,-395.80999999999995,-32.19040493172521,0.4880952380952381,0.7564845576473483
8112,MOET HENNESSY USA INC,20553,Dom Perignon Oeno 96 Silver,180.39,275.99,750.0,9,1623.5099999999998,3.0,827.97,827.97,0.33,48347.26,-795.5399999999997,-96.08319141997896,0.3333333333333333,0.5099876194171887
9552,M S WALKER INC,42691,Las Brisas Rueda Wh,7.48,10.99,750.0,217,1623.16,18.0,233.82,194.85,1.98,55551.82,-1389.3400000000001,-594.1921135916518,0.08294930875576037,0.14405234234456243
7749,R.P.IMPORTS INC,19588,Ch Lafaurie-Peyragey Saut 10,53.99,80.99,750.0,30,1619.7,6.0,485.93999999999994,485.93999999999994,0.66,91.5,-1133.7600000000002,-233.31275466106933,0.2,0.3000185219485089
9552,M S WALKER INC,15426,Voga Moscato Italia,6.45,11.99,750.0,251,1618.95,85.0,1017.15,645.46,9.41,55551.82,-601.8000000000001,-59.165314850317074,0.3386454183266932,0.6282775873251181
10754,PERFECTA WINES,23781,Le Clarence de Haut Brion 12,89.93,133.99,750.0,18,1618.7400000000002,5.0,669.95,133.99,0.56,28720.52,-948.7900000000002,-141.62101649376822,0.2777777777777778,0.413871282602518
9552,M S WALKER INC,19669,Murphy-Goode Homefront Red,6.06,11.99,750.0,267,1618.02,96.0,614.88,247.90999999999997,10.71,55551.82,-1003.14,-163.1440281030445,0.3595505617977528,0.38002002447435757
4425,MARTIGNETTI COMPANIES,23436,Dom R Bouvier Marsny Rose 14,12.41,18.99,750.0,130,1613.3,0.0,0.0,0.0,0.0,144929.24,-1613.3,-inf,0.0,0.0
10754,PERFECTA WINES,27286,Ch Malartic-Lagraviere PL 07,33.55,49.99,750.0,48,1610.4,22.0,1099.78,849.83,2.42,28720.52,-510.6200000000001,-46.42928585717145,0.4583333333333333,0.6829234972677595
8892,TRINCHERO FAMILY ESTATES,26882,Trinchero BRV Cab Svgn Napa,53.68,79.99,750.0,30,1610.3999999999999,10.0,799.9,479.93999999999994,1.1,11595.97,-810.4999999999999,-101.32516564570571,0.3333333333333333,0.49670889220069553
90047,CRUSH WINES,23061,Navarro Vyds Chard,13.42,19.99,750.0,120,1610.3999999999999,20.0,399.79999999999995,319.84,2.21,1457.73,-1210.6,-302.8014007003502,0.16666666666666666,0.24826130153999007
4425,MARTIGNETTI COMPANIES,27522,Whitehall Lane Merlot,19.17,27.99,750.0,84,1610.28,35.0,979.65,699.75,3.88,144929.24,-630.63,-64.37299035369774,0.4166666666666667,0.6083724569640062
4425,MARTIGNETTI COMPANIES,14929,Yellow Tail Moscato,5.47,7.99,750.0,294,1608.18,128.0,1022.72,543.32,14.24,144929.24,-585.46,-57.24538485607009,0.43537414965986393,0.6359487122088323
6213,MHW LTD,5629,RumChata Liqueur,7.02,8.99,300.0,229,1607.58,248.0,2229.52,1672.14,78.8,9621.58,621.94,27.895690552226494,1.0829694323144106,1.3868796576220157
90047,CRUSH WINES,27650,Eden Ice Cider Heirloom Barr,11.9,17.49,187.0,135,1606.5000000000002,50.0,874.4999999999999,752.0699999999999,1.49,1457.73,-732.0000000000003,-83.70497427101206,0.37037037037037035,0.5443510737628383
90047,CRUSH WINES,16453,Hillinger Eveline Pnt Nr,12.25,18.49,750.0,131,1604.75,14.0,276.85999999999996,236.88,1.54,1457.73,-1327.89,-479.6250812685113,0.10687022900763359,0.1725253154696993
4425,MARTIGNETTI COMPANIES,24863,Double Canyon Heaven H Cab S,16.54,23.99,750.0,97,1604.3799999999999,7.0,167.92999999999998,119.94999999999999,0.77,144929.24,-1436.4499999999998,-855.3861728100994,0.07216494845360824,0.10466971665066879
9165,ULTRA BEVERAGE COMPANY LLP,25990,Antech Limoux Brut,8.1,11.99,750.0,198,1603.8000000000002,81.0,971.19,611.49,8.98,68054.7,-632.6100000000001,-65.1376146788991,0.4090909090909091,0.6055555555555555
3252,E & J GALLO WINERY,6258,Livingston Chablis Blush Ca,8.1,11.99,3000.0,198,1603.8,60.0,719.4,155.87,27.0,61966.91,-884.4,-122.93577981651376,0.30303030303030304,0.448559670781893
3252,E & J GALLO WINERY,7430,New Amsterdam Vodka,9.37,11.99,1000.0,171,1602.27,84.0,1007.16,59.95,88.19999999999999,61966.91,-595.11,-59.087930418205644,0.49122807017543857,0.6285831975884214
90047,CRUSH WINES,10864,Sea Smoke Ten Snt Brb Pnt Nr,59.3,85.99,750.0,27,1601.1000000000001,9.0,773.91,601.93,0.99,1457.73,-827.1900000000002,-106.88452145598329,0.3333333333333333,0.48336143901068007
2000,SOUTHERN WINE & SPIRITS NE,38088,Niebaum Coppola Edizne Znfdl,33.33,49.99,750.0,48,1599.84,2.0,93.98,93.98,0.22,19016.59,-1505.86,-1602.3196424771224,0.041666666666666664,0.05874337433743375
4692,KOBRAND CORPORATION,27773,Jadot Nuits St Georges Les B,66.66,99.99,750.0,24,1599.84,1.0,99.99,99.99,0.11,9139.38,-1499.85,-1500.0,0.041666666666666664,0.0625
4425,MARTIGNETTI COMPANIES,23112,Patz & Hall Hyde Vyd Chard,38.09,55.99,750.0,42,1599.78,5.0,279.95,279.95,0.55,144929.24,-1319.83,-471.45204500803715,0.11904761904761904,0.17499281151158283
3252,E & J GALLO WINERY,24615,Pieropan Soave La Rocca,26.66,39.99,750.0,60,1599.6000000000001,5.0,199.95000000000002,199.95000000000002,0.55,61966.91,-1399.65,-700.0,0.08333333333333333,0.125
9552,M S WALKER INC,25482,J. Ordonez Victoria Moscatel,9.93,14.99,375.0,161,1598.73,0.0,0.0,0.0,0.0,55551.82,-1598.73,-inf,0.0,0.0
1587,VINEYARD BRANDS INC,45334,Cono Sur Vision Svgn Bl Csbl,6.66,9.99,750.0,240,1598.4,38.0,405.62,320.7,4.2,6070.09,-1192.7800000000002,-294.0634091021154,0.15833333333333333,0.25376626626626625
3252,E & J GALLO WINERY,39470,Barefoot Syrah Cal,3.22,6.29,750.0,496,1597.1200000000001,236.0,1223.14,677.72,26.25,61966.91,-373.98,-30.575404287326062,0.47580645161290325,0.7658410138248848
4425,MARTIGNETTI COMPANIES,26866,Thunevin Calvet L'Amourette,12.16,17.99,750.0,131,1592.9599999999998,25.0,449.75,179.89999999999998,2.8,144929.24,-1143.2099999999998,-254.18788215675372,0.19083969465648856,0.28233602852551226
3252,E & J GALLO WINERY,5373,E&J Peach Brandy,7.47,10.99,750.0,213,1591.11,3.0,28.47,28.47,2.37,61966.91,-1562.6399999999999,-5488.724973656481,0.014084507042253521,0.017893168919810697
9165,ULTRA BEVERAGE COMPANY LLP,26274,Finca Alcayate Malbec 14,6.77,10.49,750.0,235,1590.95,110.0,1153.9,555.97,12.22,68054.7,-437.04999999999995,-37.87589912470751,0.46808510638297873,0.7252899211163142
1392,CONSTELLATION BRANDS INC,11022,Hogue Cab Svgn Columbia,6.16,9.99,750.0,258,1589.28,57.0,589.43,153.86,6.38,79528.99,-999.85,-169.62998150755817,0.22093023255813954,0.37087863686700895
10754,PERFECTA WINES,25415,Schlosskellerei Gobelsburg,9.08,15.99,750.0,175,1589.0,32.0,511.68,399.75,3.5300000000000002,28720.52,-1077.32,-210.5456535334584,0.18285714285714286,0.32201384518565135
8892,TRINCHERO FAMILY ESTATES,6456,Sutter Home Clsc Svgn Bl,4.02,5.99,187.0,395,1587.9,82.0,491.18,221.63,2.38,11595.97,-1096.72,-223.28270695060874,0.20759493670886076,0.30932678380250644
9165,ULTRA BEVERAGE COMPANY LLP,25285,A Bichot St-Amour Champlette,12.49,18.99,750.0,127,1586.23,84.0,1595.1599999999999,1253.34,9.28,68054.7,8.929999999999836,0.5598184508137013,0.6614173228346457,1.0056297006108823
9552,M S WALKER INC,27027,Leyda Lot 21 Pnt Nr,25.97,39.99,750.0,61,1584.1699999999998,11.0,439.89000000000004,359.91,1.21,55551.82,-1144.2799999999997,-260.12866853076895,0.18032786885245902,0.277678531975735
9552,M S WALKER INC,19264,Dom de Marcoux 12 Nerf Rouge,47.94,69.99,750.0,33,1582.02,26.0,1819.7399999999998,1259.82,2.88,55551.82,237.7199999999998,13.06340466220448,0.7878787878787878,1.1502635870595819
2242,DELICATO VINEYARDS INC,16242,Domino Pnt Grigio,3.24,4.99,750.0,488,1581.1200000000001,141.0,844.5899999999999,221.63,15.83,7982.65,-736.5300000000002,-87.20562639860763,0.2889344262295082,0.5341719793564055
90047,CRUSH WINES,14050,Baileyana Firepeak Cve Chard,8.78,12.99,750.0,180,1580.4,26.0,285.74,164.85,2.89,1457.73,-1294.66,-453.0902218800308,0.14444444444444443,0.18080232852442418
7153,PINE STATE TRADING CO,24347,Fess Parker Marcella's White,10.13,15.99,750.0,156,1580.28,30.0,466.7,356.77,3.3200000000000003,15884.82,-1113.58,-238.60724233983288,0.19230769230769232,0.29532741033234616
4380,CHARLES JACQUIN ET CIE INC,26436,Savory & James Amontillado,6.53,9.99,750.0,242,1580.26,175.0,1748.25,1128.8700000000001,19.42,1675.39,167.99,9.60903760903761,0.7231404958677686,1.1063052915343046
7245,PROXIMO SPIRITS INC.,3711,Three Olives Mango Vodka,11.36,14.99,750.0,139,1579.04,31.0,464.69,299.8,24.43,38994.78,-1114.35,-239.8050313111967,0.22302158273381295,0.29428640186442395
1392,CONSTELLATION BRANDS INC,25770,Franciscan Est Cab Svgn Napa,131.57,199.99,6000.0,12,1578.84,0.0,0.0,0.0,0.0,79528.99,-1578.84,-inf,0.0,0.0
3252,E & J GALLO WINERY,24097,Gallo Copperidge Chard Cal,2.57,3.99,750.0,614,1577.98,163.0,650.37,83.79,18.32,61966.91,-927.61,-142.62804249888526,0.26547231270358307,0.41215351271879236
8112,MOET HENNESSY USA INC,23694,Dom Perignon Rose,157.53,229.99,750.0,10,1575.3,6.0,1379.94,1149.95,0.66,48347.26,-195.3599999999999,-14.15713726683768,0.6,0.8759855265663684
7153,PINE STATE TRADING CO,5789,Tomahawk Maple Cream Liqueur,12.58,19.99,750.0,125,1572.5,21.0,367.28999999999996,192.39,16.55,15884.82,-1205.21,-328.1358054942961,0.168,0.23357074721780602
4425,MARTIGNETTI COMPANIES,27851,Bastianich Vini Orsone Svgn,13.1,18.99,750.0,120,1572.0,2.0,37.98,37.98,0.22,144929.24,-1534.02,-4039.020537124803,0.016666666666666666,0.02416030534351145
8352,LUXCO INC,1021,St Brendans Peppermint Bark,10.76,13.99,750.0,146,1570.96,1.0,9.99,9.99,0.79,10261.6,-1560.97,-15625.325325325326,0.00684931506849315,0.0063591689158221726
4425,MARTIGNETTI COMPANIES,22509,Alderbrook Pnt Nr RRV,12.07,17.99,750.0,130,1569.1,133.0,2392.67,1205.33,14.8,144929.24,823.5700000000002,34.42054274095467,1.023076923076923,1.5248677585877255
9552,M S WALKER INC,24825,Anakota 11 Helena Montana CS,54.05,79.99,750.0,29,1567.45,3.0,239.96999999999997,159.98,0.33,55551.82,-1327.48,-553.1858148935285,0.10344827586206896,0.15309579252926725
8673,STE MICHELLE WINE ESTATES,20963,Stags Leap Hands of Time Chr,10.96,16.99,750.0,143,1567.2800000000002,15.0,254.84999999999997,186.89,1.6600000000000001,15919.7,-1312.4300000000003,-514.9813615852464,0.1048951048951049,0.16260655402991164
10754,PERFECTA WINES,34153,Capanna Rosso di Montalcino,12.33,25.99,750.0,127,1565.91,41.0,553.09,242.82,4.58,28720.52,-1012.82,-183.12028783742247,0.3228346456692913,0.3532067615635637
4425,MARTIGNETTI COMPANIES,26329,Cristom Pnt Nr Sommers Rsv,25.65,38.99,750.0,61,1564.65,13.0,506.87,428.89000000000004,1.43,144929.24,-1057.7800000000002,-208.68861838341198,0.21311475409836064,0.32395104336433067
9165,ULTRA BEVERAGE COMPANY LLP,25820,La Roche Trouee Red 14,8.05,11.99,750.0,194,1561.6999999999998,61.0,731.39,347.71,6.78,68054.7,-830.3099999999998,-113.5249319788348,0.31443298969072164,0.46832938464493823
4425,MARTIGNETTI COMPANIES,26763,Marcarini Nebb Langhe Lasarn,13.01,18.99,750.0,120,1561.2,31.0,588.6899999999999,474.74999999999994,3.42,144929.24,-972.5100000000001,-165.199001172094,0.25833333333333336,0.3770753266717909
9165,ULTRA BEVERAGE COMPANY LLP,24896,Pomino Vinsanto,30.61,44.99,750.0,51,1561.11,3.0,134.97,134.97,0.33,68054.7,-1426.1399999999999,-1056.6348077350522,0.058823529411764705,0.08645771278129025
4425,MARTIGNETTI COMPANIES,19316,Lyric by Etude Pnt Nr,9.99,14.99,750.0,156,1558.44,48.0,671.52,97.93,5.390000000000001,144929.24,-886.9200000000001,-132.07648320228736,0.3076923076923077,0.43089243089243084
4425,MARTIGNETTI COMPANIES,27924,Barone Ricasoli Casalferro,37.08,55.99,750.0,42,1557.36,0.0,0.0,0.0,0.0,144929.24,-1557.36,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,44653,Nickel Rock Cairn Cab Svgn,64.86,95.99,750.0,24,1556.64,8.0,839.92,629.9399999999999,0.89,144929.24,-716.7200000000001,-85.33193637489288,0.3333333333333333,0.5395724123753726
10754,PERFECTA WINES,22022,Lower East Side Cab Svgn,21.91,34.99,750.0,71,1555.6100000000001,22.0,769.7800000000001,489.86,2.43,28720.52,-785.83,-102.08501130193042,0.30985915492957744,0.494841251984752
10754,PERFECTA WINES,15362,Gaia Notios Red,10.8,15.99,750.0,144,1555.1999999999998,31.0,495.69,111.93,3.47,28720.52,-1059.5099999999998,-213.7444773951461,0.2152777777777778,0.31873070987654323
1392,CONSTELLATION BRANDS INC,19995,Ravenswood Barricia Znfdl,12.32,29.99,750.0,126,1552.32,101.0,1816.99,719.5999999999999,11.28,79528.99,264.6700000000001,14.566398274068657,0.8015873015873016,1.1704996392496394
4425,MARTIGNETTI COMPANIES,16378,Hob Nob Malbec VDP D'Oc,6.66,9.99,750.0,233,1551.78,61.0,609.39,529.47,6.72,144929.24,-942.39,-154.6448087431694,0.26180257510729615,0.3927038626609442
10754,PERFECTA WINES,21465,Ch Haut Brion Pessac-Leognan,517.0,759.99,750.0,3,1551.0,0.0,0.0,0.0,0.0,28720.52,-1551.0,-inf,0.0,0.0
7153,PINE STATE TRADING CO,33052,Gosset Grande RSV Brut,36.91,54.99,750.0,42,1550.22,3.0,164.97,164.97,0.33,15884.82,-1385.25,-839.6981269321694,0.07142857142857142,0.10641715369431436
17035,PERNOD RICARD USA,15744,Sandeman 30 Yr Tawny Port,51.63,82.99,750.0,30,1548.8999999999999,10.0,909.9,729.92,1.11,123780.22,-638.9999999999999,-70.22749752720078,0.3333333333333333,0.5874491574665892
4425,MARTIGNETTI COMPANIES,25319,Ch Deux Rocs Premices Red,8.6,12.99,750.0,180,1548.0,55.0,714.45,467.64,6.11,144929.24,-833.55,-116.67016586185177,0.3055555555555556,0.461531007751938
4692,KOBRAND CORPORATION,27778,Jadot Savigny les Beaune 14,25.8,39.99,750.0,60,1548.0,4.0,159.96,159.96,0.44,9139.38,-1388.04,-867.7419354838709,0.06666666666666667,0.10333333333333333
7153,PINE STATE TRADING CO,8459,Pardiac VS French Brandy,12.79,15.99,750.0,121,1547.59,10.0,129.9,116.91,7.890000000000001,15884.82,-1417.6899999999998,-1091.3702848344878,0.08264462809917356,0.08393696004755782
10754,PERFECTA WINES,23769,Ch Pape Clement 12 Pess-Leog,73.68,111.99,750.0,21,1547.28,10.0,1119.8999999999999,1007.91,1.1,28720.52,-427.3800000000001,-38.16233592285027,0.47619047619047616,0.7237862571738792
9552,M S WALKER INC,24700,Cavas Hill 1887 Brut Cava,8.44,14.99,750.0,183,1544.52,56.0,735.44,540.59,6.19,55551.82,-809.0799999999999,-110.0130534102034,0.30601092896174864,0.4761608784606221
660,SAZERAC NORTH AMERICA INC.,8322,Chi Chi's Ruby Red Margarita,6.24,10.99,1750.0,247,1541.28,0.0,0.0,0.0,0.0,17932.33,-1541.28,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,19954,Ch Cos d'Estournel 10,308.21,449.99,750.0,5,1541.05,0.0,0.0,0.0,0.0,19016.59,-1541.05,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26423,Arnaldo Caprai Grecante Grec,12.83,18.99,750.0,120,1539.6000000000001,25.0,474.74999999999994,170.91,2.79,144929.24,-1064.8500000000001,-224.29699842022123,0.20833333333333334,0.30835931410756034
3252,E & J GALLO WINERY,25724,Storypoint Chardonnay,6.41,9.49,750.0,240,1538.4,100.0,949.0,94.9,11.24,61966.91,-589.4000000000001,-62.10748155953636,0.4166666666666667,0.6168746749869994
4425,MARTIGNETTI COMPANIES,25225,Ch Montelena Cab Svgn 2006,96.02,144.99,750.0,16,1536.32,11.0,1594.89,579.96,1.23,144929.24,58.570000000000164,3.6723535792437194,0.6875,1.0381235680066654
90024,VINILANDIA USA,22591,Ch Manos Cadillac,10.52,15.99,375.0,146,1535.9199999999998,1.0,15.99,15.99,0.06,2802.64,-1519.9299999999998,-9505.50343964978,0.00684931506849315,0.010410698473878849
4425,MARTIGNETTI COMPANIES,22798,Elk Cove La Boheme Pnt Nr,31.33,46.99,750.0,49,1535.1699999999998,23.0,1080.77,939.8000000000001,2.54,144929.24,-454.39999999999986,-42.04409818925395,0.46938775510204084,0.7040067223825375
2561,EDRINGTON AMERICAS,4575,Brugal XV Rum,19.37,24.99,750.0,79,1530.23,59.0,1474.4099999999999,974.6099999999999,46.51,9654.5,-55.820000000000164,-3.785921148120276,0.7468354430379747,0.9635218235167261
